# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
 104900    2.50e-01  2.36e-01    8.68e-04  7.11e-04    1.22e-01  1.16e-01    3.2e-06
 105000    2.24e-01  2.66e-01    1.05e-03  7.38e-04    1.22e-01  1.45e-01    2.4e-06
 105100    2.25e-01  2.08e-01    9.12e-04  4.62e-04    1.23e-01  1.13e-01    2.4e-06
 105200    2.25e-01  1.81e-01    1.16e-03  1.27e-03    1.23e-01  9.88e-02    2.4e-06
 105300    2.26e-01  2.32e-01    8.65e-04  4.03e-04    1.23e-01  1.27e-01    2.4e-06
 105400    2.26e-01  2.83e-01    8.66e-04  6.53e-04    1.23e-01  1.54e-01    2.4e-06
 105500    2.26e-01  2.28e-01    8.93e-04  7.34e-04    1.23e-01  1.24e-01    2.4e-06
 105600    2.24e-01  1.92e-01    1.31e-03  7.20e-04    1.22e-01  1.05e-01    2.4e-06
 105700    2.25e-01  2.23e-01    9.17e-04  4.05e-04    1.23e-01  1.21e-01    2.4e-06
 105800    2.25e-01  1.83e-01    8.85e-04  9.29e-04    1.23e-01  9.97e-02    2.4e-06
 105900    2.26e-01  2.70e-01    9.26e-04  4.89e-04    1.23e-01  1.47e-01    2.4e-06
 106000    2.25e-01  1.75e-01    1.08e-03  9.71e-04    1.22e-01  9.51e-02    2.4e-06
 106100    2.25e-01  2.43e-01    8.96e-04  9.86e-04    1.22e-01  1.32e-01    2.4e-06
 106200    2.26e-01  2.08e-01    1.00e-03  7.56e-04    1.23e-01  1.13e-01    2.4e-06
 106300    2.25e-01  2.82e-01    1.32e-03  8.44e-04    1.23e-01  1.54e-01    2.4e-06
 106400    2.25e-01  1.91e-01    1.06e-03  7.59e-04    1.23e-01  1.04e-01    2.4e-06
 106500    2.25e-01  1.95e-01    1.54e-03  1.29e-03    1.23e-01  1.06e-01    2.4e-06
 106600    2.25e-01  2.19e-01    8.71e-04  8.49e-04    1.23e-01  1.19e-01    2.4e-06
 106700    2.25e-01  1.75e-01    8.76e-04  9.03e-04    1.22e-01  9.53e-02    2.4e-06
 106800    2.23e-01  2.09e-01    8.81e-04  3.98e-04    1.22e-01  1.14e-01    2.4e-06
 106900    2.23e-01  1.83e-01    8.64e-04  6.56e-04    1.22e-01  9.97e-02    2.4e-06
 107000    2.24e-01  2.21e-01    8.73e-04  8.15e-04    1.22e-01  1.21e-01    2.4e-06
 107100    2.24e-01  1.85e-01    9.54e-04  7.03e-04    1.22e-01  1.01e-01    2.4e-06
 107200    2.26e-01  2.93e-01    1.29e-03  9.71e-04    1.23e-01  1.59e-01    2.4e-06
 107300    2.26e-01  2.46e-01    9.21e-04  5.78e-04    1.23e-01  1.34e-01    2.4e-06
 107400    2.24e-01  1.82e-01    1.21e-03  7.67e-04    1.22e-01  9.90e-02    2.4e-06
 107500    2.26e-01  1.89e-01    9.89e-04  1.10e-03    1.23e-01  1.03e-01    2.4e-06
 107600    2.26e-01  2.12e-01    1.22e-03  1.09e-03    1.23e-01  1.16e-01    2.4e-06
 107700    2.25e-01  1.90e-01    1.15e-03  5.75e-04    1.23e-01  1.04e-01    2.4e-06
 107800    2.25e-01  1.58e-01    1.37e-03  1.23e-03    1.23e-01  8.61e-02    2.4e-06
 107900    2.26e-01  1.35e-01    1.55e-03  1.08e-03    1.23e-01  7.33e-02    2.4e-06
 108000    2.26e-01  2.41e-01    9.63e-04  6.64e-04    1.23e-01  1.32e-01    2.4e-06
 108100    2.24e-01  2.13e-01    1.06e-03  4.79e-04    1.22e-01  1.16e-01    2.4e-06
 108200    2.26e-01  2.23e-01    8.70e-04  5.34e-04    1.23e-01  1.21e-01    2.4e-06
 108300    2.25e-01  2.17e-01    8.85e-04  5.84e-04    1.23e-01  1.18e-01    2.4e-06
 108400    2.26e-01  1.77e-01    8.64e-04  4.38e-04    1.23e-01  9.62e-02    2.4e-06
 108500    2.25e-01  1.96e-01    8.93e-04  9.83e-04    1.23e-01  1.07e-01    2.4e-06
 108600    2.24e-01  1.92e-01    8.70e-04  6.48e-04    1.22e-01  1.04e-01    2.4e-06
 108700    2.24e-01  1.78e-01    1.01e-03  7.95e-04    1.22e-01  9.69e-02    2.4e-06
 108800    2.23e-01  1.92e-01    8.77e-04  6.78e-04    1.22e-01  1.05e-01    2.4e-06
 108900    2.26e-01  1.77e-01    8.66e-04  4.25e-04    1.23e-01  9.65e-02    2.4e-06
 109000    2.25e-01  2.79e-01    1.32e-03  1.31e-03    1.23e-01  1.52e-01    2.4e-06
 109100    2.26e-01  2.31e-01    8.69e-04  7.09e-04    1.23e-01  1.26e-01    2.4e-06
 109200    2.24e-01  1.91e-01    1.48e-03  1.53e-03    1.22e-01  1.04e-01    2.4e-06
 109300    2.25e-01  1.89e-01    8.67e-04  7.13e-04    1.23e-01  1.03e-01    2.4e-06
 109400    2.24e-01  2.21e-01    9.02e-04  8.04e-04    1.22e-01  1.21e-01    2.4e-06
 109500    2.24e-01  2.46e-01    1.29e-03  1.41e-03    1.22e-01  1.34e-01    2.4e-06
 109600    2.25e-01  1.97e-01    9.02e-04  5.30e-04    1.22e-01  1.07e-01    2.4e-06
 109700    2.26e-01  2.11e-01    9.43e-04  6.33e-04    1.23e-01  1.15e-01    2.4e-06
 109800    2.24e-01  2.08e-01    8.67e-04  7.05e-04    1.22e-01  1.13e-01    2.4e-06
 109900    2.25e-01  2.70e-01    9.10e-04  5.40e-04    1.23e-01  1.47e-01    2.4e-06
 110000    2.05e-01  1.82e-01    8.65e-04  4.53e-04    1.23e-01  1.10e-01    1.8e-06
 110100    2.04e-01  1.99e-01    8.79e-04  7.13e-04    1.23e-01  1.19e-01    1.8e-06
 110200    2.05e-01  2.33e-01    9.20e-04  6.04e-04    1.23e-01  1.40e-01    1.8e-06
 110300    2.05e-01  1.83e-01    8.92e-04  8.02e-04    1.23e-01  1.10e-01    1.8e-06
 110400    2.03e-01  2.11e-01    9.47e-04  5.53e-04    1.22e-01  1.27e-01    1.8e-06
 110500    2.04e-01  1.57e-01    9.36e-04  1.10e-03    1.23e-01  9.40e-02    1.8e-06
 110600    2.03e-01  1.68e-01    8.87e-04  6.18e-04    1.22e-01  1.01e-01    1.8e-06
 110700    2.03e-01  1.80e-01    8.64e-04  4.92e-04    1.22e-01  1.08e-01    1.8e-06
 110800    2.04e-01  2.23e-01    1.04e-03  4.65e-04    1.23e-01  1.34e-01    1.8e-06
 110900    2.03e-01  1.67e-01    9.39e-04  4.94e-04    1.22e-01  1.00e-01    1.8e-06
 111000    2.05e-01  1.79e-01    8.77e-04  7.01e-04    1.23e-01  1.08e-01    1.8e-06
 111100    2.04e-01  2.43e-01    8.63e-04  5.08e-04    1.22e-01  1.46e-01    1.8e-06
 111200    2.04e-01  2.15e-01    8.67e-04  6.39e-04    1.22e-01  1.29e-01    1.8e-06
 111300    2.03e-01  2.08e-01    8.70e-04  6.33e-04    1.22e-01  1.25e-01    1.8e-06
 111400    2.03e-01  1.35e-01    9.68e-04  7.46e-04    1.22e-01  8.13e-02    1.8e-06
 111500    2.05e-01  1.99e-01    8.92e-04  5.61e-04    1.23e-01  1.19e-01    1.8e-06
 111600    2.05e-01  2.27e-01    1.11e-03  6.36e-04    1.23e-01  1.36e-01    1.8e-06
 111700    2.04e-01  2.12e-01    1.28e-03  6.71e-04    1.23e-01  1.27e-01    1.8e-06
 111800    2.04e-01  2.14e-01    8.65e-04  3.99e-04    1.23e-01  1.28e-01    1.8e-06
 111900    2.03e-01  1.75e-01    8.87e-04  6.02e-04    1.22e-01  1.05e-01    1.8e-06
 112000    2.04e-01  2.17e-01    8.62e-04  5.40e-04    1.22e-01  1.30e-01    1.8e-06
 112100    2.04e-01  2.19e-01    8.75e-04  8.66e-04    1.22e-01  1.31e-01    1.8e-06
 112200    2.03e-01  2.38e-01    8.69e-04  6.68e-04    1.22e-01  1.43e-01    1.8e-06
 112300    2.05e-01  1.51e-01    8.85e-04  5.91e-04    1.23e-01  9.07e-02    1.8e-06
 112400    2.04e-01  1.58e-01    9.09e-04  8.61e-04    1.22e-01  9.49e-02    1.8e-06
 112500    2.05e-01  1.34e-01    8.62e-04  5.06e-04    1.23e-01  8.06e-02    1.8e-06
 112600    2.05e-01  2.20e-01    1.04e-03  5.17e-04    1.23e-01  1.32e-01    1.8e-06
 112700    2.05e-01  1.67e-01    8.74e-04  5.18e-04    1.23e-01  1.00e-01    1.8e-06
 112800    2.04e-01  1.89e-01    8.64e-04  7.35e-04    1.22e-01  1.13e-01    1.8e-06
 112900    2.05e-01  2.09e-01    8.60e-04  4.80e-04    1.23e-01  1.25e-01    1.8e-06
 113000    2.05e-01  2.12e-01    8.70e-04  7.83e-04    1.23e-01  1.27e-01    1.8e-06
 113100    2.04e-01  1.46e-01    9.15e-04  5.39e-04    1.23e-01  8.76e-02    1.8e-06
 113200    2.04e-01  1.86e-01    8.62e-04  6.79e-04    1.23e-01  1.12e-01    1.8e-06
 113300    2.04e-01  1.84e-01    9.40e-04  8.96e-04    1.22e-01  1.11e-01    1.8e-06
 113400    2.03e-01  2.13e-01    8.85e-04  5.82e-04    1.22e-01  1.28e-01    1.8e-06
 113500    2.03e-01  2.21e-01    1.08e-03  6.96e-04    1.22e-01  1.32e-01    1.8e-06
 113600    2.04e-01  1.57e-01    9.24e-04  4.21e-04    1.22e-01  9.39e-02    1.8e-06
 113700    2.03e-01  1.88e-01    9.94e-04  6.42e-04    1.22e-01  1.13e-01    1.8e-06
 113800    2.04e-01  1.54e-01    8.82e-04  7.86e-04    1.22e-01  9.23e-02    1.8e-06
 113900    2.05e-01  1.71e-01    1.14e-03  1.37e-03    1.23e-01  1.02e-01    1.8e-06
 114000    2.05e-01  1.86e-01    8.61e-04  3.67e-04    1.23e-01  1.11e-01    1.8e-06
 114100    2.04e-01  1.64e-01    8.80e-04  5.77e-04    1.22e-01  9.87e-02    1.8e-06
 114200    2.03e-01  1.97e-01    1.01e-03  8.29e-04    1.22e-01  1.18e-01    1.8e-06
 114300    2.03e-01  1.71e-01    9.25e-04  6.45e-04    1.22e-01  1.03e-01    1.8e-06
 114400    2.04e-01  2.14e-01    1.01e-03  5.88e-04    1.22e-01  1.29e-01    1.8e-06
 114500    2.04e-01  1.71e-01    1.25e-03  1.24e-03    1.23e-01  1.03e-01    1.8e-06
 114600    2.04e-01  2.28e-01    9.13e-04  1.07e-03    1.22e-01  1.37e-01    1.8e-06
 114700    2.05e-01  2.19e-01    8.65e-04  6.74e-04    1.23e-01  1.31e-01    1.8e-06
 114800    2.04e-01  2.13e-01    8.81e-04  1.07e-03    1.22e-01  1.28e-01    1.8e-06
 114900    2.04e-01  1.88e-01    8.78e-04  3.33e-04    1.22e-01  1.13e-01    1.8e-06
 115000    1.87e-01  1.25e-01    8.81e-04  8.09e-04    1.22e-01  8.21e-02    1.3e-06
 115100    1.87e-01  1.66e-01    8.72e-04  5.85e-04    1.22e-01  1.09e-01    1.3e-06
 115200    1.87e-01  1.64e-01    8.83e-04  5.19e-04    1.22e-01  1.07e-01    1.3e-06
 115300    1.87e-01  1.96e-01    1.02e-03  6.58e-04    1.23e-01  1.28e-01    1.3e-06
 115400    1.87e-01  1.56e-01    8.94e-04  5.45e-04    1.23e-01  1.02e-01    1.3e-06
 115500    1.87e-01  1.65e-01    8.81e-04  8.06e-04    1.23e-01  1.08e-01    1.3e-06
 115600    1.88e-01  1.85e-01    9.15e-04  8.02e-04    1.23e-01  1.21e-01    1.3e-06
 115700    1.88e-01  1.51e-01    9.00e-04  6.95e-04    1.23e-01  9.88e-02    1.3e-06
 115800    1.87e-01  1.93e-01    9.43e-04  2.85e-04    1.23e-01  1.26e-01    1.3e-06
 115900    1.88e-01  1.69e-01    9.60e-04  6.19e-04    1.23e-01  1.11e-01    1.3e-06
 116000    1.88e-01  1.97e-01    8.85e-04  9.91e-04    1.23e-01  1.29e-01    1.3e-06
 116100    1.88e-01  1.69e-01    8.68e-04  6.69e-04    1.23e-01  1.11e-01    1.3e-06
 116200    1.87e-01  2.26e-01    1.01e-03  5.66e-04    1.22e-01  1.48e-01    1.3e-06
 116300    1.87e-01  1.73e-01    8.60e-04  4.87e-04    1.22e-01  1.13e-01    1.3e-06
 116400    1.87e-01  1.65e-01    9.24e-04  8.98e-04    1.22e-01  1.08e-01    1.3e-06
 116500    1.87e-01  1.30e-01    8.61e-04  7.07e-04    1.22e-01  8.54e-02    1.3e-06
 116600    1.87e-01  1.78e-01    8.62e-04  8.49e-04    1.22e-01  1.16e-01    1.3e-06
 116700    1.87e-01  1.69e-01    8.66e-04  5.25e-04    1.23e-01  1.11e-01    1.3e-06
 116800    1.86e-01  1.54e-01    9.34e-04  6.75e-04    1.22e-01  1.01e-01    1.3e-06
 116900    1.87e-01  1.71e-01    9.17e-04  9.76e-04    1.22e-01  1.12e-01    1.3e-06
 117000    1.87e-01  1.77e-01    1.05e-03  4.15e-04    1.23e-01  1.16e-01    1.3e-06
 117100    1.87e-01  2.16e-01    9.88e-04  5.59e-04    1.22e-01  1.41e-01    1.3e-06
 117200    1.86e-01  2.00e-01    8.81e-04  4.41e-04    1.22e-01  1.31e-01    1.3e-06
 117300    1.87e-01  1.27e-01    8.67e-04  5.90e-04    1.23e-01  8.29e-02    1.3e-06
 117400    1.87e-01  1.64e-01    8.65e-04  6.21e-04    1.22e-01  1.07e-01    1.3e-06
 117500    1.87e-01  1.52e-01    8.68e-04  7.46e-04    1.23e-01  9.95e-02    1.3e-06
 117600    1.87e-01  1.81e-01    8.62e-04  2.32e-04    1.22e-01  1.19e-01    1.3e-06
 117700    1.88e-01  1.33e-01    8.94e-04  8.30e-04    1.23e-01  8.72e-02    1.3e-06
 117800    1.87e-01  2.04e-01    8.81e-04  8.65e-04    1.23e-01  1.34e-01    1.3e-06
 117900    1.88e-01  1.67e-01    8.63e-04  5.60e-04    1.23e-01  1.10e-01    1.3e-06
 118000    1.87e-01  1.98e-01    1.07e-03  5.19e-04    1.23e-01  1.30e-01    1.3e-06
 118100    1.88e-01  1.63e-01    8.95e-04  7.25e-04    1.23e-01  1.07e-01    1.3e-06
 118200    1.87e-01  1.87e-01    1.03e-03  1.39e-03    1.23e-01  1.22e-01    1.3e-06
 118300    1.88e-01  1.55e-01    8.58e-04  8.35e-04    1.23e-01  1.02e-01    1.3e-06
 118400    1.86e-01  1.89e-01    8.73e-04  9.05e-04    1.22e-01  1.23e-01    1.3e-06
 118500    1.87e-01  2.00e-01    8.98e-04  3.93e-04    1.23e-01  1.31e-01    1.3e-06
 118600    1.88e-01  1.72e-01    9.52e-04  3.98e-04    1.23e-01  1.13e-01    1.3e-06
 118700    1.87e-01  1.71e-01    8.94e-04  8.63e-04    1.23e-01  1.12e-01    1.3e-06
 118800    1.88e-01  1.91e-01    9.10e-04  6.82e-04    1.23e-01  1.25e-01    1.3e-06
 118900    1.88e-01  1.79e-01    9.87e-04  4.31e-04    1.23e-01  1.17e-01    1.3e-06
 119000    1.87e-01  1.48e-01    8.80e-04  5.69e-04    1.22e-01  9.68e-02    1.3e-06
 119100    1.86e-01  1.98e-01    9.80e-04  7.71e-04    1.22e-01  1.29e-01    1.3e-06
 119200    1.87e-01  1.85e-01    8.93e-04  7.88e-04    1.22e-01  1.21e-01    1.3e-06
 119300    1.87e-01  1.90e-01    9.15e-04  1.05e-03    1.23e-01  1.24e-01    1.3e-06
 119400    1.87e-01  1.23e-01    8.76e-04  2.25e-04    1.22e-01  8.06e-02    1.3e-06
 119500    1.87e-01  1.26e-01    8.56e-04  6.06e-04    1.22e-01  8.27e-02    1.3e-06
 119600    1.87e-01  1.71e-01    1.06e-03  1.17e-03    1.22e-01  1.12e-01    1.3e-06
 119700    1.87e-01  1.66e-01    9.04e-04  5.61e-04    1.23e-01  1.09e-01    1.3e-06
 119800    1.87e-01  2.59e-01    8.66e-04  3.72e-04    1.22e-01  1.69e-01    1.3e-06
 119900    1.87e-01  1.65e-01    8.63e-04  4.53e-04    1.22e-01  1.08e-01    1.3e-06
 120000    1.73e-01  1.73e-01    1.02e-03  1.05e-03    1.22e-01  1.22e-01    1.0e-06
 120100    1.73e-01  1.53e-01    8.63e-04  7.44e-04    1.22e-01  1.08e-01    1.0e-06
 120200    1.73e-01  1.85e-01    8.66e-04  8.28e-04    1.23e-01  1.31e-01    1.0e-06
 120300    1.73e-01  1.91e-01    8.61e-04  3.29e-04    1.23e-01  1.35e-01    1.0e-06
 120400    1.73e-01  1.31e-01    8.73e-04  6.78e-04    1.23e-01  9.26e-02    1.0e-06
 120500    1.74e-01  1.43e-01    9.50e-04  6.84e-04    1.23e-01  1.01e-01    1.0e-06
 120600    1.74e-01  1.48e-01    9.75e-04  7.81e-04    1.23e-01  1.05e-01    1.0e-06
 120700    1.74e-01  1.80e-01    9.17e-04  6.06e-04    1.23e-01  1.27e-01    1.0e-06
 120800    1.74e-01  1.70e-01    8.82e-04  5.06e-04    1.23e-01  1.20e-01    1.0e-06
 120900    1.73e-01  1.60e-01    8.90e-04  6.59e-04    1.23e-01  1.13e-01    1.0e-06
 121000    1.73e-01  1.79e-01    8.70e-04  5.39e-04    1.22e-01  1.27e-01    1.0e-06
 121100    1.73e-01  1.82e-01    8.79e-04  7.04e-04    1.23e-01  1.29e-01    1.0e-06
 121200    1.73e-01  2.02e-01    8.72e-04  7.56e-04    1.23e-01  1.43e-01    1.0e-06
 121300    1.74e-01  1.47e-01    8.66e-04  7.96e-04    1.23e-01  1.04e-01    1.0e-06
 121400    1.73e-01  1.87e-01    9.78e-04  1.01e-03    1.22e-01  1.32e-01    1.0e-06
 121500    1.73e-01  1.69e-01    9.00e-04  6.05e-04    1.23e-01  1.19e-01    1.0e-06
 121600    1.74e-01  1.87e-01    9.01e-04  6.09e-04    1.23e-01  1.33e-01    1.0e-06
 121700    1.74e-01  1.78e-01    9.44e-04  7.68e-04    1.23e-01  1.26e-01    1.0e-06
 121800    1.73e-01  1.90e-01    8.98e-04  1.13e-03    1.23e-01  1.34e-01    1.0e-06
 121900    1.74e-01  1.71e-01    8.77e-04  6.65e-04    1.23e-01  1.21e-01    1.0e-06
 122000    1.73e-01  1.87e-01    8.73e-04  8.39e-04    1.22e-01  1.32e-01    1.0e-06
 122100    1.73e-01  2.04e-01    8.65e-04  4.31e-04    1.23e-01  1.44e-01    1.0e-06
 122200    1.73e-01  1.40e-01    8.71e-04  5.67e-04    1.22e-01  9.90e-02    1.0e-06
 122300    1.73e-01  1.50e-01    9.36e-04  5.89e-04    1.23e-01  1.06e-01    1.0e-06
 122400    1.73e-01  1.63e-01    9.05e-04  5.86e-04    1.22e-01  1.15e-01    1.0e-06
 122500    1.74e-01  2.05e-01    8.63e-04  8.97e-04    1.23e-01  1.45e-01    1.0e-06
 122600    1.73e-01  1.61e-01    8.67e-04  4.07e-04    1.23e-01  1.14e-01    1.0e-06
 122700    1.73e-01  1.79e-01    9.29e-04  9.11e-04    1.22e-01  1.27e-01    1.0e-06
 122800    1.73e-01  1.64e-01    8.64e-04  6.41e-04    1.23e-01  1.16e-01    1.0e-06
 122900    1.74e-01  1.83e-01    1.01e-03  1.05e-03    1.23e-01  1.30e-01    1.0e-06
 123000    1.74e-01  1.58e-01    8.64e-04  3.14e-04    1.23e-01  1.12e-01    1.0e-06
 123100    1.74e-01  1.53e-01    8.66e-04  5.92e-04    1.23e-01  1.08e-01    1.0e-06
 123200    1.74e-01  1.40e-01    8.64e-04  6.94e-04    1.23e-01  9.91e-02    1.0e-06
 123300    1.73e-01  1.60e-01    8.78e-04  5.89e-04    1.23e-01  1.13e-01    1.0e-06
 123400    1.73e-01  1.85e-01    8.70e-04  5.76e-04    1.22e-01  1.31e-01    1.0e-06
 123500    1.73e-01  1.70e-01    8.75e-04  5.06e-04    1.23e-01  1.20e-01    1.0e-06
 123600    1.73e-01  1.64e-01    8.79e-04  9.15e-04    1.22e-01  1.16e-01    1.0e-06
 123700    1.73e-01  1.85e-01    8.86e-04  7.20e-04    1.22e-01  1.31e-01    1.0e-06
 123800    1.73e-01  1.42e-01    9.32e-04  6.30e-04    1.22e-01  1.00e-01    1.0e-06
 123900    1.73e-01  2.13e-01    8.67e-04  3.04e-04    1.22e-01  1.51e-01    1.0e-06
 124000    1.73e-01  1.35e-01    8.88e-04  6.98e-04    1.22e-01  9.55e-02    1.0e-06
 124100    1.73e-01  1.61e-01    8.70e-04  5.18e-04    1.22e-01  1.14e-01    1.0e-06
 124200    1.73e-01  2.00e-01    8.64e-04  5.91e-04    1.23e-01  1.41e-01    1.0e-06
 124300    1.73e-01  2.05e-01    8.74e-04  3.76e-04    1.23e-01  1.45e-01    1.0e-06
 124400    1.73e-01  1.67e-01    8.70e-04  5.25e-04    1.23e-01  1.18e-01    1.0e-06
 124500    1.73e-01  1.58e-01    8.66e-04  7.90e-04    1.23e-01  1.12e-01    1.0e-06
 124600    1.73e-01  1.67e-01    9.23e-04  3.75e-04    1.22e-01  1.18e-01    1.0e-06
 124700    1.73e-01  1.68e-01    8.65e-04  7.39e-04    1.22e-01  1.19e-01    1.0e-06
 124800    1.73e-01  1.45e-01    8.63e-04  7.33e-04    1.23e-01  1.03e-01    1.0e-06
 124900    1.74e-01  1.46e-01    8.78e-04  7.64e-04    1.23e-01  1.03e-01    1.0e-06
 125000    1.62e-01  1.49e-01    9.33e-04  9.96e-04    1.23e-01  1.13e-01    7.5e-07
 125100    1.62e-01  1.48e-01    8.81e-04  6.77e-04    1.23e-01  1.12e-01    7.5e-07
 125200    1.62e-01  1.71e-01    8.65e-04  8.98e-04    1.22e-01  1.29e-01    7.5e-07
 125300    1.62e-01  1.71e-01    8.64e-04  6.79e-04    1.22e-01  1.29e-01    7.5e-07
 125400    1.62e-01  1.65e-01    8.66e-04  1.01e-03    1.22e-01  1.25e-01    7.5e-07
 125500    1.62e-01  1.67e-01    8.87e-04  7.75e-04    1.23e-01  1.26e-01    7.5e-07
 125600    1.62e-01  1.44e-01    8.72e-04  7.55e-04    1.23e-01  1.09e-01    7.5e-07
 125700    1.62e-01  1.15e-01    8.65e-04  8.26e-04    1.23e-01  8.71e-02    7.5e-07
 125800    1.62e-01  1.28e-01    8.58e-04  6.64e-04    1.23e-01  9.67e-02    7.5e-07
 125900    1.61e-01  1.29e-01    8.70e-04  6.92e-04    1.22e-01  9.79e-02    7.5e-07
 126000    1.62e-01  1.50e-01    8.99e-04  8.89e-04    1.22e-01  1.13e-01    7.5e-07
 126100    1.62e-01  1.59e-01    8.93e-04  4.72e-04    1.23e-01  1.20e-01    7.5e-07
 126200    1.62e-01  1.71e-01    8.63e-04  4.54e-04    1.22e-01  1.29e-01    7.5e-07
 126300    1.62e-01  1.51e-01    8.76e-04  8.85e-04    1.22e-01  1.14e-01    7.5e-07
 126400    1.62e-01  1.45e-01    8.85e-04  7.68e-04    1.22e-01  1.10e-01    7.5e-07
 126500    1.62e-01  1.67e-01    8.86e-04  8.71e-04    1.22e-01  1.26e-01    7.5e-07
 126600    1.62e-01  1.46e-01    8.68e-04  3.58e-04    1.22e-01  1.11e-01    7.5e-07
 126700    1.62e-01  1.40e-01    9.06e-04  9.51e-04    1.22e-01  1.06e-01    7.5e-07
 126800    1.62e-01  1.51e-01    8.68e-04  7.70e-04    1.22e-01  1.14e-01    7.5e-07
 126900    1.61e-01  1.50e-01    9.38e-04  6.73e-04    1.22e-01  1.14e-01    7.5e-07
 127000    1.62e-01  1.88e-01    8.73e-04  6.24e-04    1.23e-01  1.42e-01    7.5e-07
 127100    1.62e-01  1.51e-01    9.17e-04  7.30e-04    1.22e-01  1.14e-01    7.5e-07
 127200    1.62e-01  1.40e-01    8.68e-04  6.85e-04    1.22e-01  1.06e-01    7.5e-07
 127300    1.62e-01  1.57e-01    8.70e-04  6.94e-04    1.22e-01  1.18e-01    7.5e-07
 127400    1.62e-01  1.34e-01    8.72e-04  7.53e-04    1.22e-01  1.02e-01    7.5e-07
 127500    1.62e-01  1.79e-01    8.69e-04  4.28e-04    1.22e-01  1.35e-01    7.5e-07
 127600    1.62e-01  1.17e-01    8.95e-04  5.34e-04    1.23e-01  8.83e-02    7.5e-07
 127700    1.62e-01  1.15e-01    8.66e-04  7.49e-04    1.22e-01  8.67e-02    7.5e-07
 127800    1.62e-01  1.72e-01    8.73e-04  4.86e-04    1.23e-01  1.30e-01    7.5e-07
 127900    1.62e-01  2.24e-01    9.69e-04  7.31e-04    1.23e-01  1.70e-01    7.5e-07
 128000    1.62e-01  1.67e-01    8.70e-04  3.89e-04    1.23e-01  1.26e-01    7.5e-07
 128100    1.62e-01  1.46e-01    1.01e-03  1.03e-03    1.23e-01  1.11e-01    7.5e-07
 128200    1.62e-01  1.01e-01    8.72e-04  7.32e-04    1.23e-01  7.67e-02    7.5e-07
 128300    1.62e-01  1.28e-01    8.67e-04  8.76e-04    1.22e-01  9.70e-02    7.5e-07
 128400    1.61e-01  1.57e-01    8.71e-04  5.60e-04    1.22e-01  1.18e-01    7.5e-07
 128500    1.62e-01  1.32e-01    8.98e-04  7.82e-04    1.22e-01  9.99e-02    7.5e-07
 128600    1.62e-01  1.54e-01    1.01e-03  1.10e-03    1.22e-01  1.17e-01    7.5e-07
 128700    1.62e-01  1.56e-01    8.71e-04  4.92e-04    1.23e-01  1.18e-01    7.5e-07
 128800    1.61e-01  1.51e-01    8.77e-04  9.01e-04    1.22e-01  1.14e-01    7.5e-07
 128900    1.62e-01  1.80e-01    8.85e-04  4.91e-04    1.22e-01  1.36e-01    7.5e-07
 129000    1.62e-01  1.57e-01    8.75e-04  8.90e-04    1.22e-01  1.18e-01    7.5e-07
 129100    1.62e-01  1.71e-01    8.64e-04  7.64e-04    1.23e-01  1.30e-01    7.5e-07
 129200    1.62e-01  1.55e-01    8.66e-04  9.42e-04    1.22e-01  1.17e-01    7.5e-07
 129300    1.62e-01  1.71e-01    8.90e-04  5.85e-04    1.22e-01  1.29e-01    7.5e-07
 129400    1.61e-01  1.39e-01    8.96e-04  6.90e-04    1.22e-01  1.05e-01    7.5e-07
 129500    1.62e-01  1.43e-01    8.96e-04  5.49e-04    1.22e-01  1.08e-01    7.5e-07
 129600    1.62e-01  1.30e-01    8.73e-04  6.38e-04    1.22e-01  9.79e-02    7.5e-07
 129700    1.62e-01  1.62e-01    8.64e-04  8.03e-04    1.22e-01  1.23e-01    7.5e-07
 129800    1.62e-01  1.55e-01    8.63e-04  5.30e-04    1.23e-01  1.17e-01    7.5e-07
 129900    1.61e-01  1.18e-01    9.00e-04  6.20e-04    1.22e-01  8.91e-02    7.5e-07
 130000    1.53e-01  1.28e-01    8.74e-04  7.08e-04    1.22e-01  1.02e-01    5.6e-07
 130100    1.53e-01  1.13e-01    9.07e-04  7.68e-04    1.22e-01  9.05e-02    5.6e-07
 130200    1.53e-01  1.41e-01    8.82e-04  3.15e-04    1.22e-01  1.13e-01    5.6e-07
 130300    1.53e-01  1.29e-01    9.04e-04  4.84e-04    1.22e-01  1.03e-01    5.6e-07
 130400    1.53e-01  1.40e-01    8.79e-04  6.68e-04    1.22e-01  1.12e-01    5.6e-07
 130500    1.53e-01  1.33e-01    8.64e-04  6.75e-04    1.22e-01  1.07e-01    5.6e-07
 130600    1.53e-01  1.44e-01    8.65e-04  7.93e-04    1.22e-01  1.15e-01    5.6e-07
 130700    1.53e-01  1.58e-01    8.84e-04  5.33e-04    1.23e-01  1.26e-01    5.6e-07
 130800    1.53e-01  1.29e-01    8.66e-04  8.11e-04    1.23e-01  1.04e-01    5.6e-07
 130900    1.53e-01  1.21e-01    8.86e-04  7.87e-04    1.23e-01  9.71e-02    5.6e-07
 131000    1.53e-01  1.50e-01    9.67e-04  9.64e-04    1.22e-01  1.20e-01    5.6e-07
 131100    1.53e-01  1.79e-01    8.68e-04  5.34e-04    1.22e-01  1.43e-01    5.6e-07
